2025-04-07 22:38:21,10,5,75.0,1
2025-04-07 22:38:22,10,5,75.0,1
2025-04-07 22:38:22,10,5,75.0,1
2025-04-07 22:38:22,10,5,75.0,1
2025-04-07 22:38:23,10,5,75.0,1
2025-04-07 22:38:23,10,5,75.0,1
2025-04-07 22:38:24,10,5,75.0,1
2025-04-07 22:38:24,10,5,75.0,1
2025-04-07 22:38:25,10,5,75.0,1
2025-04-07 22:38:25,10,5,75.0,1
2025-04-07 22:40:07,1,0,50.0,0
2025-04-07 22:40:07,1,0,50.0,0
2025-04-07 22:40:08,2,0,50.0,0
2025-04-07 22:40:08,2,0,50.0,0
2025-04-07 22:40:09,3,0,50.0,0
2025-04-07 22:40:09,3,0,50.0,0
2025-04-07 22:40:10,4,0,50.0,0
2025-04-07 22:40:10,4,0,50.0,0
2025-04-07 22:40:11,5,0,50.0,0
2025-04-07 22:40:11,5,0,50.0,0
2025-04-07 22:40:23,6,0,58.33,0
2025-04-07 22:40:23,6,0,58.33,0
2025-04-07 22:40:24,7,0,64.29,0
2025-04-07 22:40:24,7,0,64.29,0
2025-04-07 22:40:25,8,0,68.75,0
2025-04-07 22:40:25,8,0,68.75,0
2025-04-07 22:40:26,9,0,72.22,0
2025-04-07 22:40:26,9,0,72.22,0
2025-04-07 22:40:27,10,0,75.0,0
2025-04-07 22:40:27,10,0,75.0,0
2025-04-07 22:41:11,11,5,77.27,1
2025-04-07 22:41:11,11,5,77.27,1
2025-04-07 22:41:12,12,5,79.17,1
2025-04-07 22:41:12,12,5,79.17,1
2025-04-07 22:41:13,13,5,80.77,1
2025-04-07 22:41:13,13,5,80.77,1
2025-04-07 22:41:14,14,5,82.14,1
2025-04-07 22:41:14,14,5,82.14,1
2025-04-07 22:41:15,15,5,83.33,1
2025-04-07 22:41:15,15,5,83.33,1
